name,equipment,focus,link,video,images,description,type
Leg Press,Machine,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/leg-press,videocdn.bodybuilding.com/video/mp4/40000/40571m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/57/Male/l/57_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/57/Male/l/57_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li>Using a leg press machine, sit down on the machine and place your legs on the platform directly in front of you at a medium (shoulder width) foot stance.  (<strong>Note:</strong> For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances described in the foot positioning section).</li>
<li>Lower the safety bars holding the weighted platform in place and press the platform all the way up until your legs are fully extended in front of you. <strong>Tip:</strong> Make sure that you do not lock your knees.  Your torso and the legs should make a perfect 90-degree angle.  This will be your starting position.</li>
<li>As you inhale, slowly lower the platform until your upper and lower legs make a 90-degree angle.</li>
<li>Pushing mainly with the heels of your feet and using the quadriceps go back to the starting position as you exhale.</li>
<li>Repeat for the recommended amount of repetitions and ensure to lock the safety pins properly once you are done.  You do not want that platform falling on you fully loaded.</li>
</ol>",Krachttraining
Narrow Stance Leg Press,Machine,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/narrow-stance-leg-press,videocdn.bodybuilding.com/video/mp4/40000/41451m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/272/Male/l/272_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/272/Male/l/272_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li> Using a leg press machine, sit down on the machine and place your legs on the platform directly in front of you at a less-than-shoulder-width narrow stance with the toes slightly pointed out.  Your feet should be around 3 inches or less apart. <strong>Tip:</strong> Keep your head up at all times and also maintain the back on the pad at all times.</li>
<li> Lower the safety bars holding the weighted platform in place and press the platform all the way up until your legs are fully extended in front of you. <strong>Tip:</strong> Make sure that you do not lock your knees.  Your torso and the legs should make a perfect 90-degree angle.  This will be your starting position.</li>
<li> As you inhale, slowly lower the platform until your upper and lower legs make a 90-degree angle.</li>
<li> Pushing mainly with the heels of your feet and using the quadriceps go back to the starting position as you exhale.</li>
<li> Repeat for the recommended amount of repetitions and ensure to lock the safety pins properly once you are done.  You do not want that platform falling on you fully loaded.</li>
</ol>",Krachttraining
Trap Bar Deadlift,Other,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/trap-bar-deadlift,videocdn.bodybuilding.com/video/mp4/90000/91072m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/921/Male/l/921_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/921/Male/l/921_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li>For this exercise load a trap bar, also known as a hex bar, to an appropriate weight resting on the ground. Stand in the center of the apparatus and grasp both handles.</li>
<li> Lower your hips, look forward with your head and keep your chest up.</li>
<li> Begin the movement by driving through the heels and extend your hips and knees. Avoid rounding your back at all times.</li>
<li> At the completion of the movement, lower the weight back to the ground under control.</li>
</ol>",Krachttraining
Weighted Jump Squat,Barbell,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/weighted-jump-squat-,videocdn.bodybuilding.com/video/mp4/98000/99802m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/l/887_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/l/887_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li>Position a lightly loaded barbell across the back of your shoulders. You could also use a weighted vest, sandbag, or other type of resistance for this exercise.</li>
<li> The weight should be light enough that it doesn't slow you down significantly. Your feet should be just outside of shoulder width with your head and chest up. This will be your starting position.</li>
<li> Using a countermovement, squat partially down and immediately reverse your direction to explode off of the ground, extending through your hips, knees, and ankles. Maintain good posture throughout the jump.</li>
<li> As you return to the ground, absorb the impact through your legs.</li>
</ol>",Krachttraining
Bodyweight Lunge,Body Only,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/bodyweight-lunge,videocdn.bodybuilding.com/video/mp4/120000/120631m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/4461/Male/l/4461_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/4461/Male/l/4461_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li>  Stand erect with your feet hip-width apart, chest out, and shoulders back, maintaining the natural curvature of your spine. Your knees should be unlocked and your hand on your hips. This is your starting position. </li>
<li> Take a moderate-length step forward with one foot, descending to a point in which your rear knee approaches the floor without touching, maintaining your body's upright posture. Your front knee should bend about 90 degrees, but for knee health it should not be forward of the vertical plane that extends straight up from your toes. If so, take a slightly longer step.  </li>
<li> From the bottom position, push back up from your forward foot, bringing it back beside the other. </li>
<li> Repeat on the opposite side for the required number of repetitions. </li>
</ol>",Krachttraining
dumbbells Squat,dumbbells,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/dumbbells-squat,videocdn.bodybuilding.com/video/mp4/38000/39161m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/85/Male/l/85_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/85/Male/l/85_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li>Stand up straight while holding a dumbbells on each hand (palms facing the side of your legs).</li>
<li>Position your legs using a shoulder width medium stance with the toes slightly pointed out.  Keep your head up at all times as looking down will get you off balance and also maintain a straight back.  This will be your starting position.  <strong>Note:</strong> For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances discussed in the foot stances section.</li>
<li>Begin to slowly lower your torso by bending the knees as you maintain a straight posture with the head up.  Continue down until your thighs are parallel to the floor.  <strong>Tip:</strong> If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front.  If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly.</li>
<li>Begin to raise your torso as you exhale by pushing the floor with the heel of your foot mainly as you straighten the legs again and go back to the starting position.</li>
<li>Repeat for the recommended amount of repetitions.</li>
<p></p>
</ol>",Krachttraining
Barbell Squat,Barbell,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/barbell-squat,videocdn.bodybuilding.com/video/mp4/118000/118981m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/3861/Male/l/3861_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/3861/Male/l/3861_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li>  Begin with the barbell supported on top of the traps. The chest should be up and the head facing forward. Adopt a hip-width stance with the feet turned out as needed. </li>
<li> Descend by flexing the knees, refraining from moving the hips back as much as possible. This requires that the knees travel forward. Ensure that they stay align with the feet. The goal is to keep the torso as upright as possible. </li>
<li> Continue all the way down, keeping the weight on the front of the heel. At the moment the upper legs contact the lower legs reverse the motion, driving the weight upward. </li>
</ol>",Krachttraining
Barbell Lunge,Barbell,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/barbell-lunge,videocdn.bodybuilding.com/video/mp4/38000/38291m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/41/Male/l/41_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/41/Male/l/41_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li>This exercise is best performed inside a squat rack for safety purposes.  To begin, first set the bar on a rack just below shoulder level.  Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it.</li>
<li>Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso.</li>
<li>Step away from the rack and step forward with your right leg and squat down through your hips, while keeping the torso upright and maintaining balance.  Inhale as you go down.  Note: Do not allow your knee to go forward beyond your toes as you come down, as this will put undue stress on the knee joint. li&gt;</li>
<li>Using mainly the heel of your foot, push up and go back to the starting position as you exhale.</li>
<li>Repeat the movement for the recommended amount of repetitions and then perform with the left leg.</li>
</ol>",Krachttraining
Narrow Stance Hack Squats,Machine,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/narrow-stance-hack-squats,videocdn.bodybuilding.com/video/mp4/40000/41461m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/271/Male/l/271_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/271/Male/l/271_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li> Place the back of your torso against the back pad of the machine and hook your shoulders under the shoulder pads provided.</li>
<li> Position your legs in the platform using a less than shoulder width narrow stance with the toes slightly pointed out.  Your feet should be around 3 inches or less apart. <strong>Tip:</strong> Keep your head up at all times and also maintain the back on the pad at all times.</li>
<li> Place your arms on the side handles of the machine and disengage the safety bars (which on most designs is done by moving the side handles from a facing front position to a diagonal position).</li>
<li> Now straighten your legs without locking the knees.  This will be your starting position. </li>
<li> Begin to slowly lower the unit by bending the knees as you maintain a straight posture with the head up (back on the pad at all times).  Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees (which is the point in which the upper legs are below parallel to the floor).  Inhale as you perform this portion of the movement. </li>
<li> Begin to raise the unit as you exhale by pushing the floor with mainly with the heels of your feet as you straighten the legs again and go back to the starting position.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Bodyweight Squat,Body Only,Quadriceps,https://www.bodybuilding.com/exercises/detail/view/name/bodyweight-squat,videocdn.bodybuilding.com/video/mp4/90000/90572m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/855/Male/l/855_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/855/Male/l/855_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif","<ol>
<li>Stand with your feet shoulder width apart. You can place your hands behind your head. This will be your starting position.</li>
<li> Begin the movement by flexing your knees and hips, sitting back with your hips.</li>
<li> Continue down to full depth if you are able,and quickly reverse the motion until you return to the starting position. As you squat, keep your head and chest up and push your knees out.</li>
</ol>",Krachttraining
Clean Deadlift,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/clean-deadlift,videocdn.bodybuilding.com/video/mp4/76000/76772m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/671/Male/l/671_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/671/Male/l/671_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Begin standing with a barbell close to your shins. Your feet should be directly under your hips with your feet turned out slightly. Grip the bar with a double overhand grip or hook grip, about shoulder width apart. Squat down to the bar. Your spine should be in full extension, with a back angle that places your shoulders in front of the bar and your back as vertical as possible. </li>
<li>Begin by driving through the floor through the front of your heels. As the bar travels upward, maintain a constant back angle. Flare your knees out to the side to help keep them out of the bar's path. </li>
<li>After the bar crosses the knees, complete the lift by driving the hips into the bar until your hips and knees are extended.</li>
</ol>",Krachttraining
Barbell Deadlift,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/barbell-deadlift,videocdn.bodybuilding.com/video/mp4/118000/118911m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/3831/Male/l/3831_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/3831/Male/l/3831_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>  Approach the bar so that it is centered over your feet. Your feet should be about hip-width apart. Bend at the hip to grip the bar at shoulder-width allowing your shoulder blades to protract. Typically, you would use an alternating grip. </li>
<li> With your feet and your grip set, take a big breath and then lower your hips and flex the knees until your shins contact the bar. Look forward with your head. Keep your chest up and your back arched, and begin driving through the heels to move the weight upward. </li>
<li> After the bar passes the knees aggressively pull the bar back, pulling your shoulder blades together as you drive your hips forward into the bar. </li>
<li> Lower the bar by bending at the hips and guiding it to the floor. </li>
</ol>",Krachttraining
Power Snatch,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/power-snatch,videocdn.bodybuilding.com/video/mp4/78000/78342m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/703/Male/l/703_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/703/Male/l/703_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li> Begin with a loaded barbell on the floor. The bar should be close to or touching the shins, and a wide grip should be taken on the bar. The feet should be directly below the hips, with the feet turned out as needed. Lower the hips, with the chest up and the head looking forward. The shoulders should be just in front of the bar. This will be the starting position.</li>
<li> Begin the first pull by driving through the front of the heels, raising the bar from the ground. The back angle should stay the same until the bar passes the knees.</li>
<li> Transition into the second pull by extending through the hips knees and ankles, driving the bar up as quickly as possible. The bar should be close to the body. At peak extension, shrug the shoulders and allow the elbows to flex to the side.</li>
<li> As you move your feet into the receiving position, a slightly wider position, pull yourself below the bar as you elevate the bar overhead. The bar should be received in a partial squat. Continue raising the bar to the overhead position, receiving the bar locked out overhead. </li>
<li>Return to a standing position with the weight over head.</li>
</ol>",Krachttraining
Romanian Deadlift from Deficit,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/romanian-deadlift-from-deficit,videocdn.bodybuilding.com/video/mp4/78000/78042m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/751/Male/l/751_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/751/Male/l/751_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Begin standing while holding a bar at armâ€™s length in front of you.  You can stand on a raised platform to increase the range of motion. </li>
<li>Begin by flexing the knees slightly, and then flex at the hip, moving your butt back as far as possible, lowering the torso as far as flexibility allows. The back should remain in absolute extension at all times, and the bar should remain in contact with the legs. If done properly, there should be heavy tension felt in the hamstrings.</li>
<li> Reverse the motion to return to the starting position.</li>
</ol>",Krachttraining
Floor Glute-Ham Raise,None,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/floor-glute-ham-raise,videocdn.bodybuilding.com/video/mp4/98000/99242m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1121/Male/l/1121_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1121/Male/l/1121_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>You can use a partner for this exercise or brace your feet under something stable.</li>
<li> Begin on your knees with your upper legs and torso upright. If using a partner, they will firmly hold your feet to keep you in position. This will be your starting position.</li>
<li> Lower yourself by extending at the knee, taking care to NOT flex the hips as you go forward.</li>
<li> Place your hands in front of you as you reach the floor. This movement is very difficult and you may be unable to do it unaided. Use your arms to lightly push off the floor to aid your return to the starting position.</li>
</ol>",Krachttraining
Snatch Deadlift,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/snatch-deadlift,videocdn.bodybuilding.com/video/mp4/76000/77882m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/716/Male/l/716_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/716/Male/l/716_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>The snatch deadlift strengthens the first pull of the snatch. Begin with a wide snatch grip with the barbell placed on the platform. The feet should be directly under the hips, with the feet turned out. Squat down to the bar, keeping the back in absolute extension with the head facing forward.</li>
<li> Initiate the movement by driving through the heels, raising the hips. The back angle should remain the same until the bar passes the knees.</li>
<li> At that point, drive your hips through the bar as you lay back. Return the bar to the platform by reversing the motion.</li>
</ol>",Krachttraining
Ball Leg Curl,Exercise Ball,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/ball-leg-curl,videocdn.bodybuilding.com/video/mp4/92000/93962m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/861/Male/l/861_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/861/Male/l/861_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Begin on the floor laying on your back with your feet on top of the ball.</li>
<li> Position the ball so that when your legs are extended your ankles are on top of the ball. This will be your starting position.</li>
<li> Raise your hips off of the ground, keeping your weight on the shoulder blades and your feet.</li>
<li> Flex the knees, pulling the ball as close to you as you can, contracting the hamstrings.</li>
<li> After a brief pause, return to the starting position.</li>
</ol>",Krachttraining
Hang Snatch,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/hang-snatch,videocdn.bodybuilding.com/video/mp4/76000/77602m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/l/690_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/l/690_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Begin with a wide grip on the bar, with an overhand or hook grip. The feet should be directly below the hips with the feet turned out. Your knees should be slightly bent, and the torso inclined forward. The spine should be fully extended and the head facing forward. The bar should be at the hips. This will be your starting position.</li>
<li> Aggressively extend through the legs and hips. At peak extension, shrug the shoulders and allow the elbows to flex to the side.</li>
<li> As you move your feet into the receiving position, forcefully pull yourself below the bar as you elevate the bar overhead. Receive the bar with your body as low as possible and the arms fully extended overhead.</li>
<li>Return to a standing position with the weight overhead. Follow by returning the weight to the ground under control.</li>
</ol>",Krachttraining
Romanian Deadlift With dumbbellss,dumbbells,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/romanian-deadlift-with-dumbbellss,videocdn.bodybuilding.com/video/mp4/118000/119491m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/3791/Male/l/3791_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/3791/Male/l/3791_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>  Begin in a standing position with a dumbbells in each hand. Ensure that your back is straight and stays that way for the duration of the exercise. Allow your arms to hang perpendicular to the floor, with the wrists pronated and the elbows pointed to your sides. This will be your starting position.</li>
<li> Initiate the movement by flexing your hips, slowly pushing your butt as far back as you can. This should entail a horizontal movement of the hips, rather than a downward movement. The knees should only partially bend, and your weight should remain on your heels.</li>
<li> Drive your butt back as far as you can, which should generate tension in your hamstrings as your hands approach knee level. Maintain an arch in your back throughout the exercise.</li>
<li> When your hips cannot perform any further backward movement, pause, and then slowly return to the starting position by extending the hips.</li>
</ol>",Krachttraining
Sumo Deadlift,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/sumo-deadlift,videocdn.bodybuilding.com/video/mp4/80000/80802m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/722/Male/l/722_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/722/Male/l/722_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms.</li>
<li> Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees.</li>
<li> As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together. </li>
<li>Return the weight to the ground by bending at the hips and controlling the weight on the way down.</li>
</ol>",Krachttraining
Power Clean from Blocks,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/power-clean-from-blocks,videocdn.bodybuilding.com/video/mp4/76000/76892m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/748/Male/l/748_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/748/Male/l/748_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>With a barbell on boxes of the desired height, take a grip just outside the legs. Lower your hips with the weight focused on the heels, back  straight, head facing forward, chest up, with your shoulders just in front of the bar. This will be your starting position.</li>
<li> Begin the first pull by driving through the heels, extending your knees. Your back angle should stay the same, and your arms should remain straight.  As the bar approaches the mid-thigh position, begin extending through the hips.</li>
<li> In a jumping motion, accelerate by extending the hips, knees, and ankles, using speed to move the bar upward. There should be no need to actively pull through the arms to accelerate the weight. At the end of the second pull, the body should be fully extended, leaning slightly back, with the arms still extended.</li>
<li> As full extension is achieved, transition into the third pull by aggressively shrugging and flexing the arms with the elbows up and out. At peak extension, pull yourself under the bar far enough that it can be racked onto the shoulders, rotating your elbows under the bar as you do so. The bar should be racked onto the protracted shoulders, lightly touching the throat with the hands relaxed.</li>
<li>  Immediately recover by driving through the heels, keeping the torso upright and elbows up. Continue until you have risen to a standing position, and complete the repetition by returning the weight to the boxes.</li>
</ol>",Krachttraining
Natural Glute Ham Raise,Body Only,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/natural-glute-ham-raise,videocdn.bodybuilding.com/video/mp4/104000/104352m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/847/Male/l/847_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/847/Male/l/847_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Using the leg pad of a lat pulldown machine or a preacher bench, position yourself so that your ankles are under the pads, knees on the seat, and you are facing away from the machine. You should be upright and maintaining good posture.</li>
<li> This will be your starting position. Lower yourself under control until your knees are almost completely straight.</li>
<li> Remaining in control, raise yourself back up to the starting position.</li>
<li> If you are unable to complete a rep, use a band, a partner, or push off of a box to aid in completing a repetition. </li>
<ol>
<p></p> </ol>
</ol>",Krachttraining
Lying Leg Curls,Machine,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/lying-leg-curls,videocdn.bodybuilding.com/video/mp4/40000/40751m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/52/Male/l/52_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/52/Male/l/52_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Adjust the machine lever to fit your height and lie face down on the leg curl machine with the pad of the lever on the back of your legs (just a few inches under the calves).  <strong>Tip:</strong> Preferably use a leg curl machine that is angled as opposed to flat since an angled position is more favorable for hamstrings recruitment.</li>
<li>Keeping the torso flat on the bench, ensure your legs are fully stretched and grab the side handles of the machine.  Position your toes straight (or you can also use any of the other two stances described on the foot positioning section).  This will be your starting position.</li>
<li>As you exhale, curl your legs up as far as possible without lifting the upper legs from the pad.  Once you hit the fully contracted position, hold it for a second.</li>
<li>As you inhale, bring the legs back to the initial position.  Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Stiff-Legged dumbbells Deadlift,dumbbells,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/stiff-legged-dumbbells-deadlift,videocdn.bodybuilding.com/video/mp4/42000/42031m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/22/Male/l/22_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/22/Male/l/22_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>  Grasp a couple of dumbbellss holding them by your side at arm's length.</li>
<li>  Stand with your torso straight and your legs spaced using a shoulder width or narrower stance.  The knees should be slightly bent.  This is your starting position.</li>
<li>  Keeping the knees stationary, lower the dumbbellss to over the top of your feet by bending at the waist while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings.  Exhale as you perform this movement</li>
<li> Start bringing your torso up straight again by extending your hips and waist until you are back at the starting position.  Inhale as you perform this movement.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Power Clean,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/power-clean,videocdn.bodybuilding.com/video/mp4/98000/99822m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/185/Male/l/185_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/185/Male/l/185_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Stand with your feet slightly wider than shoulder width apart and toes pointing out slightly.</li>
<li>Squat down and grasp bar with a closed, pronated grip. Your hands should be slightly wider than shoulder width apart outside knees with elbows fully extended.</li>
<li>Place the bar about 1 inch in front of your shins and over the balls of your feet.</li>
<li>Your back should be flat or slightly arched, your chest held up and out and your shoulder blades should be retracted.</li>
<li>Keep your head in a neutral position (in line with vertebral column and not tilted or rotated) with your eyes focused straight ahead. Inhale during this phase.</li>
</ol>",Krachttraining
Lunge Pass Through,Kettlebells,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/lunge-pass-through,videocdn.bodybuilding.com/video/mp4/104000/104332m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1851/Male/l/1851_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1851/Male/l/1851_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Stand with your torso upright holding a kettlebell in your right hand. This will be your starting position.</li>
<li>Step forward with your left foot and lower your upper body down by flexing the hip and the knee, keeping the torso upright. Lower your back knee until it nearly touches the ground.</li>
<li>As you lunge, pass the kettlebell under your front leg to your opposite hand.</li>
<li>Pressing through the heel of your foot, return to the starting position.</li>
<li>Repeat the movement for the recommended amount of repetitions, alternating legs.</li>
</ol>",Krachttraining
Kettlebell One-Legged Deadlift,Kettlebells,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/kettlebell-one-legged-deadlift,videocdn.bodybuilding.com/video/mp4/62000/63022m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/546/Male/l/546_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/546/Male/l/546_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Hold a kettlebell by the handle in one hand. Stand on one leg, on the same side that you hold the kettlebell.</li>
<li> Keeping that knee slightly bent, perform a stiff legged deadlift by bending at the hip, extending your free leg behind you for balance. </li>
<li>Continue lowering the kettlebell until you are parallel to the ground, and then return to the upright position.</li>
</ol>",Krachttraining
Good Morning,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/good-morning,videocdn.bodybuilding.com/video/mp4/76000/77442m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/686/Male/l/686_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/686/Male/l/686_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Begin with a bar on a rack at shoulder height. Rack the bar across the rear of your shoulders as you would a power squat, not on top of your shoulders. Keep your back tight, shoulder blades pinched together, and your knees slightly bent. Step back from the rack.</li>
<li> Begin by bending at the hips, moving them back as you bend over to near parallel. Keep your back arched and your cervical spine in proper alignment.</li>
<li> Reverse the motion by extending through the hips with your glutes and hamstrings. Continue until you have returned to the starting position. </li>
</ol>",Krachttraining
